sample
TCGA-BH-A1FD-01A
TCGA-BH-A1FG-01A
TCGA-BH-A1FH-01A
TCGA-BH-A1FL-01A
TCGA-BH-A1FM-01A
TCGA-BH-A1FR-01A
TCGA-BH-A1FU-01A
TCGA-BH-A203-01A
TCGA-BH-A208-01A
TCGA-BH-A42T-01A
TCGA-BH-A42U-01A
TCGA-BH-A8FY-01A
TCGA-C8-A12Q-01A
TCGA-C8-A3M7-01A
TCGA-D8-A1XC-01A
TCGA-D8-A1Y1-01A
TCGA-D8-A73W-01A
TCGA-E2-A106-01A
TCGA-E2-A14T-01A
TCGA-E2-A14Y-01A
TCGA-E2-A14Z-01A
TCGA-E2-A150-01A
TCGA-E2-A152-01A
TCGA-E2-A15M-01A
TCGA-E2-A1AZ-01A
TCGA-E2-A1B1-01A
TCGA-E2-A1B4-01A
TCGA-E2-A1IE-01A
TCGA-E2-A1IG-01A
TCGA-E2-A1IO-01A
TCGA-E2-A1L7-01A
TCGA-E2-A1L8-01A
TCGA-E2-A1LB-01A
TCGA-E2-A1LE-01A
TCGA-E2-A1LH-01A
TCGA-E2-A1LI-01A
TCGA-E2-A1LK-01A
TCGA-E2-A2P5-01A
TCGA-E9-A1N6-01A
TCGA-E9-A1NF-01A
TCGA-E9-A1NG-01A
TCGA-E9-A1RB-01A
TCGA-E9-A2JS-01A
TCGA-EW-A1P8-01A
TCGA-GI-A2C9-01A
TCGA-GM-A2D9-01A
TCGA-GM-A2DB-01A
TCGA-GM-A2DC-01A
TCGA-GM-A2DD-01A
TCGA-GM-A2DF-01A
TCGA-GM-A2DI-01A
TCGA-GM-A2DK-01A
TCGA-GM-A2DL-01A
TCGA-GM-A2DM-01A
TCGA-GM-A2DN-01A
TCGA-GM-A2DO-01A
TCGA-GM-A3NW-01A
TCGA-GM-A3XL-01A
TCGA-GM-A3XN-01A
TCGA-GM-A4E0-01A
TCGA-LL-A73Z-01A
TCGA-OL-A5D6-01A
TCGA-OL-A66J-01A
TCGA-OL-A66K-01A
TCGA-PE-A5DC-01A
TCGA-PE-A5DD-01A
TCGA-PE-A5DE-01A
TCGA-V7-A7HQ-01A
TCGA-Z7-A8R5-01A
TCGA-Z7-A8R6-01A
